Víctimas por año Corte AGOSTO DE 2024

FECHA_CORTE,NOM_RPT,VIGENCIA,SEXO,ETNIA,DISCAPACIDAD,CICLO_VITAL,PER_OCU,EVENTOS
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","1985","Hombre","Afrocolombiano (Acreditado RA)","Fisica","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Ninguna","Visual","entre 60 y 110","419","496",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Intelectual","entre 60 y 110","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Multiple","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","entre 6 y 11","3","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","entre 12 y 17","7","7",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","entre 18 y 28","11","13",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","entre 29 y 59","18","21",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","entre 60 y 110","13","16",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Ninguna","ND","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Por Establecer","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Por Establecer","entre 29 y 59","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Por Establecer","entre 60 y 110","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Psicosocial (Mental)","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Palenquero","Visual","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Auditiva","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Fisica","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Fisica","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Multiple","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Multiple","entre 29 y 59","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 6 y 11","7","7",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 12 y 17","8","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 18 y 28","81","88",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 60 y 110","63","71",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","entre 29 y 59","176","211",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Ninguna","ND","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 18 y 28","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 60 y 110","7","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Por Establecer","entre 29 y 59","5","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Psicosocial (Mental)","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Psicosocial (Mental)","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Visual","entre 18 y 28","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Visual","entre 29 y 59","3","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Hombre","Raizal del Archipielago de San Andres y Providencia","Visual","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Indigena","Ninguna","entre 29 y 59","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Indigena (Acreditado RA)","Ninguna","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Fisica","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Multiple","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Ninguna","entre 0 y 5","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Ninguna","entre 18 y 28","11","14",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Ninguna","entre 60 y 110","4","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Intersexual","Ninguna","Ninguna","entre 29 y 59","22","24",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Afrocolombiano (Acreditado RA)","Ninguna","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Afrocolombiano (Acreditado RA)","Ninguna","entre 29 y 59","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Gitano(a) ROM","Ninguna","entre 29 y 59","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena","Fisica","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena","Ninguna","entre 18 y 28","3","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena","Ninguna","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena","Ninguna","entre 29 y 59","5","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena","Por Establecer","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena (Acreditado RA)","Ninguna","entre 18 y 28","5","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Indigena (Acreditado RA)","Ninguna","entre 29 y 59","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Negro(a) o Afrocolombiano(a)","Fisica","entre 29 y 59","4","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","9","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 60 y 110","3","6",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Negro(a) o Afrocolombiano(a)","Ninguna","entre 29 y 59","19","29",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Negro(a) o Afrocolombiano(a)","Por Establecer","entre 29 y 59","1","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Fisica","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Fisica","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Fisica","entre 29 y 59","8","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Intelectual","entre 29 y 59","1","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Multiple","entre 29 y 59","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Multiple","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 0 y 5","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 6 y 11","6","6",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 12 y 17","2","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 18 y 28","41","43",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 60 y 110","10","12",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","entre 29 y 59","96","126",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Ninguna","ND","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Por Establecer","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Por Establecer","entre 29 y 59","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Psicosocial (Mental)","entre 29 y 59","2","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Visual","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","LGBTI","Ninguna","Visual","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Auditiva","entre 29 y 59","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Auditiva","entre 60 y 110","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Fisica","entre 60 y 110","7","8",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Fisica","entre 29 y 59","7","9",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Intelectual","entre 18 y 28","1","2",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Intelectual","entre 29 y 59","3","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Intelectual","entre 60 y 110","1","3",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Multiple","entre 29 y 59","8","14",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Multiple","entre 60 y 110","3","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 6 y 11","30","30",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 12 y 17","95","95",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 18 y 28","412","430",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 60 y 110","93","105",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Ninguna","entre 29 y 59","613","691",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Por Establecer","entre 18 y 28","3","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Por Establecer","entre 60 y 110","12","14",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Por Establecer","entre 29 y 59","22","29",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 12 y 17","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 18 y 28","1","1",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 60 y 110","4","5",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Afrocolombiano (Acreditado RA)","Visual","entre 29 y 59","3","4",
"31/08/2024 12:00:00 a. m.","REPORTE VICTIMAS ANUALIZADO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia y Eventos)","2004","Mujer","Gitano (RROM) (Acreditado RA)","Fisica","entre 29 y 59","1","1",
